,x,y,z,User,Model,Device,gt
84776,9.388062,1.0486908000000001,4.0434875,b,nexus4,nexus4_1,1
60932,-6.297226,-5.174347,10.885666,h,nexus4,nexus4_2,3
111721,-0.7331085,-0.6135559,9.618117999999999,i,nexus4,nexus4_2,4
39192,-1.2198458,0.20709845,6.2285156,g,s3mini,s3mini_2,5
81910,0.766135,-1.072589,9.959755,a,samsungold,samsungold_1,1
123736,5.085284,0.89064306,7.891288799999999,i,s3,s3_2,1
101239,-7.546523599999999,2.7198130000000003,12.181697999999999,e,s3,s3_1,5
10930,-4.0078936,-0.06703765,7.153875,d,s3mini,s3mini_1,3
84461,-0.596405,1.7830352999999999,10.002747,b,nexus4,nexus4_1,4
86265,-1.4319153,-0.026046753,10.0598755,f,nexus4,nexus4_1,4
97489,-0.86402893,-1.6264038,9.699050999999999,c,nexus4,nexus4_2,1
19716,-2.758086,1.072589,8.580712,f,samsungold,samsungold_2,3
9093,-2.8099822999999997,-1.146759,9.377701,c,nexus4,nexus4_2,4
83801,-1.698349,-0.34933472,9.616928,f,nexus4,nexus4_2,4
96175,8.170214,-1.1288661,9.029732000000001,c,s3mini,s3mini_1,3
70898,-2.6518555,-0.56163025,9.864685,c,nexus4,nexus4_1,4
14298,3.7900212,-0.8738836,6.3422403,c,s3mini,s3mini_1,3
55299,-1.9919509999999998,-0.766135,8.427485,b,samsungold,samsungold_2,0
47327,5.406891000000001,0.70710754,8.694733,i,nexus4,nexus4_1,1
39921,-1.7621324,2.268506,11.602302,b,s3mini,s3mini_1,5
30345,0.25857377,-0.80445176,7.97748,i,s3,s3_2,5
10389,-3.524221,0.612908,7.201669,h,samsungold,samsungold_1,2
45931,-2.9975405,-0.26815059999999996,9.002198,e,s3,s3_2,4
43946,-6.8761472999999995,-2.5474305,9.107543,d,s3,s3_2,0
69511,-2.309082,-0.25694275,10.103912,i,nexus4,nexus4_1,0
46161,-0.78785706,-4.8327637,18.423111,e,nexus4,nexus4_2,2
78454,-0.9193620000000001,1.53227,9.346847,i,samsungold,samsungold_2,0
30096,-0.75691223,-1.4395447000000001,9.708572,c,nexus4,nexus4_2,1
40367,7.840988,-0.6040344,5.9297333,f,nexus4,nexus4_2,1
87333,3.2609026,0.46686932,8.937555,d,s3mini,s3mini_1,1
54257,-2.6528777999999997,0.43023682,7.7852324999999984,h,nexus4,nexus4_2,0
85273,1.5292663999999998,0.4559784000000001,10.172943,h,nexus4,nexus4_1,1
43795,5.1235914000000005,0.91937345,7.852981599999999,i,s3,s3_2,1
106805,-2.0756378,1.9881897000000002,12.403152,c,nexus4,nexus4_2,5
28676,0.37954712,-0.5092621,10.212219000000001,a,nexus4,nexus4_1,1
65779,-2.4267426,-0.44335938,6.246322599999999,b,nexus4,nexus4_2,5
110413,5.2642365,0.25646973,8.263687,i,nexus4,nexus4_2,1
100896,-4.9047089999999995,1.2252808000000002,10.176314999999999,d,nexus4,nexus4_2,5
134995,-0.60333884,-3.4189199999999995,9.088389,e,s3,s3_1,0
111458,0.50757074,0.45968673,10.084377,e,s3,s3_1,0
8089,-0.47381592,-0.252182,9.080353,f,nexus4,nexus4_1,0
108506,-3.4122162000000005,0.47546387,7.5912323000000015,a,nexus4,nexus4_2,3
53272,-1.8389587,0.84754944,8.593567,h,nexus4,nexus4_1,0
5173,-2.0015526,2.4229321,9.442732000000001,f,s3,s3_2,0
14324,0.372406,-0.6723175,9.9122925,i,nexus4,nexus4_1,0
115793,-1.8866308999999997,-2.2122424,10.907983,d,s3,s3_2,5
14956,-2.3750482,1.7717092,9.260772,g,s3,s3_2,4
130137,-0.766135,-1.685497,9.806528,c,samsungold,samsungold_1,1
48873,-2.96881,-1.4556746,4.501099,h,s3,s3_2,5
50676,-2.475708,-2.0386505,7.5771484,e,nexus4,nexus4_1,3
13915,9.264282000000001,0.5214386,4.116089,b,nexus4,nexus4_1,1
115181,3.217767,0.4596810000000001,9.500074,d,samsungold,samsungold_2,1
4699,3.7550812000000007,-0.5338135,9.056351,e,nexus4,nexus4_2,1
48096,-2.3080103,0.08619126,9.902417999999999,b,s3,s3_1,5
42777,0.05746084,1.8770541,6.569689299999999,b,s3,s3_2,5
125900,-0.63206923,0.7374141,9.921572,b,s3,s3_2,5
125469,-1.2006921999999998,-0.019153614,9.390058999999999,i,s3mini,s3mini_1,4
105384,-6.048477,1.894165,8.354141,h,nexus4,nexus4_2,5
65828,3.830675,-0.306454,9.346847,e,samsungold,samsungold_1,1
35926,-3.013504,-0.27078247,9.30986,d,nexus4,nexus4_2,4
24563,-1.8004397,1.4077905000000002,9.289502,b,s3,s3_2,4
33869,0.3390808,-0.23194885,10.775177000000001,b,nexus4,nexus4_1,0
98786,0.6991069000000001,-0.17238252,10.304644999999999,e,s3,s3_1,0
125516,9.481038999999999,0.90021986,3.4572272000000006,b,s3,s3_2,1
82908,-8.896853,1.6543933000000002,7.973889,h,s3mini,s3mini_1,3
111502,4.029846,-0.05937195,9.530242999999999,e,nexus4,nexus4_1,1
38460,-2.2888567,1.5993267,6.655881,d,s3,s3_1,5
12829,-4.6716003,0.62379456,9.0529785,h,nexus4,nexus4_1,4
10163,-7.6710224,1.091756,0.5746084,h,s3,s3_2,3
63585,-2.9113130000000003,0.153227,9.653300999999999,e,samsungold,samsungold_2,4
130405,5.268997,0.25527954,8.292252000000001,i,nexus4,nexus4_2,1
78809,-4.338293599999999,-0.8619126,8.446744,b,s3,s3_1,2
111256,-2.732788,-0.010574341000000001,9.739716,d,nexus4,nexus4_1,4
55806,0.8714894,1.6663644,5.851429,e,s3,s3_2,2
42729,9.349976,0.47026062,3.8506775,b,nexus4,nexus4_1,1
35471,-2.9004364,1.1229248,5.516739,d,nexus4,nexus4_2,5
117526,-0.80205756,-0.9564835999999999,5.8155160000000015,i,s3mini,s3mini_1,5
102347,1.7365264999999999,0.3493042,9.694289999999999,h,nexus4,nexus4_2,1
15304,0.14151001,-4.5011444,6.795196499999999,e,nexus4,nexus4_1,2
99488,-1.8792572,1.4668883999999998,9.482437,g,nexus4,nexus4_2,4
109432,0.8925171000000001,1.3152924,8.451935,e,nexus4,nexus4_1,5
18492,3.8881836000000014,0.30645782,8.647857,e,s3,s3_2,1
111818,-1.4532804,-0.029927522,9.317036,i,s3mini,s3mini_1,0
87577,-1.9919509999999998,-1.8387240000000002,10.266209,d,samsungold,samsungold_1,0
118204,-4.750037,0.612908,6.588761,c,samsungold,samsungold_1,3
47296,7.97748,0.26815059999999996,5.305551,f,s3,s3_2,1
65418,-2.89459,-2.6982652999999996,11.048044,e,s3mini,s3mini_1,5
6730,-2.8565674,-2.5647125,12.868713,b,nexus4,nexus4_1,3
89929,-5.342865,-0.3926239,4.76355,a,nexus4,nexus4_1,2
89757,-6.555664,-0.88298035,13.992249,f,nexus4,nexus4_1,5
22729,-5.171476,-2.6719291000000003,8.858546,d,s3,s3_1,5
86018,-3.0095115000000003,-0.06584055,5.671864,d,s3mini,s3mini_1,5
126615,-5.506664,-1.1492168,9.749189,h,s3,s3_2,3
123119,8.227631,-0.15934753,6.2239075,f,nexus4,nexus4_1,1
38080,-4.770447,1.3084313,8.65025,h,s3mini,s3mini_1,4
87465,5.254715,0.26004028,8.273209,i,nexus4,nexus4_2,1
9447,-2.2218192,-0.6991069000000001,6.291962,i,s3,s3_1,3
48026,-2.545929,-0.49259949999999997,11.351227,h,nexus4,nexus4_1,0
14514,-2.9113130000000003,-0.4596810000000001,10.72589,h,samsungold,samsungold_1,0
31148,-4.443583,2.145178,7.967803999999999,i,samsungold,samsungold_2,5
2264,-0.6440403,1.5717934,8.451532,d,s3mini,s3mini_1,0
8620,8.887166,0.9193620000000001,4.137129,b,samsungold,samsungold_2,1
120728,-0.36272156,0.33279404,9.459491,a,s3mini,s3mini_1,1
22239,4.048889,-0.108169556,9.533813,e,nexus4,nexus4_1,1
40257,1.283292,0.9552864999999999,9.313444,c,s3mini,s3mini_1,1
100001,-7.66135,-0.153227,15.629154000000002,d,samsungold,samsungold_1,2
2129,-1.8387240000000002,2.298405,10.72589,f,samsungold,samsungold_2,3
101302,0.53086853,-0.26602173,3.996872,f,nexus4,nexus4_2,0
57686,-1.225816,0.612908,8.427485,f,samsungold,samsungold_2,2
37811,6.575675,-0.8870517,8.312667999999999,c,s3mini,s3mini_1,2
94267,-2.3918076,0.47046062,9.173384,f,s3mini,s3mini_1,4
69864,9.044098,0.35124207,4.648102,b,nexus4,nexus4_1,1
55356,9.385271000000001,0.7565677,3.4380736000000005,b,s3,s3_1,1
76297,-4.282242,-0.24340820000000005,5.7440643,h,nexus4,nexus4_2,5
25352,-5.257667,-1.9536686,9.921572,f,s3,s3_2,5
107528,-4.757293700000001,-0.8532257,6.341736,a,nexus4,nexus4_1,2
79995,-1.4591216999999999,-1.3812256,11.184402,g,nexus4,nexus4_2,0
71167,1.8031769,-0.30529785,9.697861,h,nexus4,nexus4_2,1
12074,-2.6527755,-0.13407529999999998,9.346964,e,s3,s3_1,4
52875,7.5525093,-0.48482585,5.8107276,f,s3mini,s3mini_1,1
64798,-5.3641205,0.6956482,9.361038,f,nexus4,nexus4_2,3
11405,-2.4181437000000003,1.5717934,6.5277910000000015,g,s3mini,s3mini_2,5
69220,-3.1005554,1.7140045,6.259613,h,nexus4,nexus4_1,5
72028,-3.9839019999999996,-2.451632,12.104933,i,samsungold,samsungold_1,0
43782,3.6774480000000014,0.0,9.500074,d,samsungold,samsungold_1,1
93188,-1.8004397,2.3750482,12.430696000000001,i,s3,s3_1,5
41469,5.1810527,0.8523358,7.9008656,i,s3,s3_2,1
71747,-1.3497925,1.0153656,6.1584473,i,nexus4,nexus4_1,5
28171,-1.4807128999999999,1.178421,10.031311,f,nexus4,nexus4_1,0
26180,3.9251099000000003,0.34410095,9.433838,d,nexus4,nexus4_1,1
26494,2.9113130000000003,0.766135,9.346847,c,samsungold,samsungold_2,4
297,0.44976807,-0.47831726,10.306244,a,nexus4,nexus4_1,1
73377,-2.7040558,-0.5492859,9.339615,e,nexus4,nexus4_2,4
117308,-4.1191864,-1.9358520000000001,7.416275,b,nexus4,nexus4_2,3
128614,7.345411,-0.22984336,6.2249246,f,s3,s3_2,1
113279,-5.8641663,0.43693542,13.8315735,g,nexus4,nexus4_1,2
70042,-4.1788635,1.5283356000000001,8.273407,a,nexus4,nexus4_1,0
133191,6.0226144999999995,0.19512744,8.62152,a,s3mini,s3mini_1,0
4129,-0.21068975,-0.02873042,9.260772,f,s3,s3_2,0
117625,5.027823400000001,0.93852705,8.006210000000001,i,s3,s3_2,1
26034,1.5982971000000001,0.5523834,10.844208,b,nexus4,nexus4_1,5
75782,-5.402374299999999,0.065597534,7.3926697,c,nexus4,nexus4_1,2
57689,-3.1603463,-0.019153614,9.011775,d,s3,s3_2,4
59809,-6.216293299999999,-0.54452515,5.5024567000000015,h,nexus4,nexus4_2,3
114739,-0.6512229,2.882619,5.161899,g,s3,s3_1,0
62416,-3.7371367999999996,1.2217102,6.6890717,a,nexus4,nexus4_2,3
109189,5.050568599999999,-1.3108255,4.7572790000000005,c,s3mini,s3mini_1,3
37618,-8.393311,0.26911926,5.3467407,h,nexus4,nexus4_1,5
18694,0.49023438,3.3552703999999998,8.710205,b,nexus4,nexus4_1,0
130964,-2.681506,-0.076614454,10.831368,h,s3,s3_2,0
95007,-4.021758999999999,0.7749481,9.440978999999999,a,nexus4,nexus4_1,0
57106,-4.6639050000000015,2.0685901999999996,8.207322999999999,i,s3,s3_1,5
8074,-0.90211487,-0.46240234,9.524094,i,nexus4,nexus4_2,4
11185,-6.5026517,-0.13407529999999998,7.3741410000000025,a,s3,s3_1,4
103071,-5.784424,0.2667389,8.218658,a,nexus4,nexus4_1,4
32722,0.25857377,3.1411927000000004,19.364304,e,s3,s3_2,2
67427,-1.8291701,-0.02873042,9.270349000000001,f,s3,s3_2,4
2831,-0.7278373,3.4476504,9.586383999999999,g,s3,s3_2,0
107471,-3.7062242,-1.2545617,3.323152,h,s3,s3_1,2
10744,-4.720398,-1.1817169,9.275542999999999,c,nexus4,nexus4_1,3
97146,-1.9919509999999998,-0.612908,9.653300999999999,h,samsungold,samsungold_2,0
116443,6.1303535,-0.80564886,7.247248599999999,a,s3mini,s3mini_1,4
89832,-0.842759,-0.7469909,5.765238,f,s3,s3_2,5
85229,-2.4037786,2.930503,7.422025,f,s3,s3_2,3
118826,-0.6404419,2.096054,10.0086975,b,nexus4,nexus4_1,4
101556,-7.201669,-2.145178,5.209718,c,samsungold,samsungold_1,2
34878,-2.9879637000000003,-1.4077905000000002,8.015787,d,s3,s3_2,3
104001,9.363068,0.59999084,4.022064,b,nexus4,nexus4_1,1
22661,-2.451632,-1.685497,5.975853,e,samsungold,samsungold_1,2
123787,-0.8523358,-1.1204863999999999,9.653421,c,s3,s3_1,1
12399,11.771092,-2.3989902,11.271901,c,s3mini,s3mini_1,5
20206,0.18195933,-0.22026655,9.730036,a,s3,s3_1,1
81826,3.9264907999999994,0.641646,8.858546,d,s3,s3_1,1
114178,-5.7556915,1.9774779999999998,8.28273,g,nexus4,nexus4_2,5
126904,-3.6109772000000007,-1.4466858,9.984695,h,nexus4,nexus4_2,0
31799,-2.589798,-0.56832886,9.476486,c,nexus4,nexus4_2,4
40845,0.8855438,-0.33862305,13.302933,i,nexus4,nexus4_2,5
30547,4.290356,-0.766135,5.056491,c,samsungold,samsungold_2,2
82664,5.056491,0.306454,8.733939,i,samsungold,samsungold_1,1
56740,-0.33337402,-1.3376312,7.205810499999999,e,nexus4,nexus4_1,2
125956,-2.0234375,-1.2150421,11.088196,e,nexus4,nexus4_1,5
78390,-8.157486,0.13983154,8.297011999999999,b,nexus4,nexus4_2,3
27594,-7.5125732,0.9165802,8.331726,a,nexus4,nexus4_1,5
46050,-2.834735,0.019153614,9.739613,i,s3,s3_2,0
63149,-16.177124,-0.37834167,21.676085999999998,e,nexus4,nexus4_1,2
91750,4.1120415,1.6903063999999999,8.395268,g,s3mini,s3mini_1,1
14468,3.8348236000000004,-0.72543335,9.061111,e,nexus4,nexus4_2,1
65980,-2.145178,-0.4596810000000001,6.282307,e,samsungold,samsungold_1,2
111217,-6.1004257000000015,3.964798000000002,10.026916499999999,g,s3,s3_2,3
37000,0.7736664000000001,-2.724945,6.314163,d,nexus4,nexus4_2,2
70307,-2.145178,-3.217767,10.72589,d,samsungold,samsungold_2,2
104943,-1.5227122,2.8538885,9.892841,f,s3,s3_2,3
22349,-5.033249,1.6585082999999998,8.198227000000001,h,nexus4,nexus4_2,4
80326,-5.272476,1.4787903,9.149185000000001,h,nexus4,nexus4_2,3
13380,-4.2425256,-0.58418524,5.0374002,c,s3,s3_1,2
66016,3.8594532,0.34476504,8.590396,e,s3,s3_2,1
31522,-1.3043976000000002,-0.20651245,6.3558197,i,nexus4,nexus4_2,5
123103,-3.6774480000000014,0.306454,13.024295,i,samsungold,samsungold_1,2
41698,-5.975853,0.0,7.5081229999999985,a,samsungold,samsungold_1,4
57365,-0.75453186,-0.6956787,9.740707,i,nexus4,nexus4_2,4
85574,1.534195,-0.06845093,13.023239,i,nexus4,nexus4_2,5
24938,-2.2341002999999997,0.07273865,9.977753,d,nexus4,nexus4_1,4
101549,-12.41597,1.3050232,11.237961,a,nexus4,nexus4_2,3
89755,-2.6933439999999997,-0.45526123,4.6026764,a,nexus4,nexus4_2,5
19591,-0.766135,-0.612908,6.282307,e,samsungold,samsungold_2,5
52426,-2.4850616000000003,-0.5385741999999999,9.489578,e,nexus4,nexus4_2,4
135888,-4.3750763,2.047699,7.5460052,h,nexus4,nexus4_2,3
58522,-2.758086,-2.145178,7.66135,i,samsungold,samsungold_1,3
88532,-1.072589,-2.298405,12.564614,f,samsungold,samsungold_2,2
101772,-1.0690111,0.061052144,9.391256,i,s3mini,s3mini_1,4
24847,8.992621,0.6512229,4.462791999999999,b,s3,s3_1,1
127922,-5.248090299999999,1.2545617,12.966996,g,s3,s3_2,2
5625,-4.4759603,2.9137435000000003,8.513782,b,s3mini,s3mini_1,3
83179,3.7445314,0.5746084,8.695741,d,s3,s3_2,1
1037,-3.3255462999999996,-0.21428105,6.191406,d,s3mini,s3mini_1,3
5467,1.4840393,-0.46522522,10.193176,h,nexus4,nexus4_1,1
78384,-1.0105896,-0.4426117,10.403839,b,nexus4,nexus4_1,2
46890,-0.29052734,0.3821869,9.856354,e,nexus4,nexus4_1,2
11980,-1.7566681,-0.19699097,9.638351,f,nexus4,nexus4_2,4
13814,-3.0206451000000003,-0.5980835,8.256546,g,nexus4,nexus4_2,2
107660,-1.3460541000000001,-0.23150635,6.511734,f,nexus4,nexus4_2,5
7628,-1.1377716,-0.9349059999999999,7.688827499999999,d,nexus4,nexus4_2,5
88852,0.6655880999999999,1.1863270000000001,9.390058999999999,c,s3mini,s3mini_1,1
99982,-2.5570072999999995,-1.4460978999999998,10.113108,h,s3,s3_2,0
87368,-2.5187001,2.1739352000000003,9.634267999999999,g,s3mini,s3mini_1,2
48549,-2.9197290000000002,-0.7062895,6.427234599999999,f,s3mini,s3mini_2,3
5707,1.8387240000000002,0.4596810000000001,9.806528,h,samsungold,samsungold_2,1
73022,-2.298405,0.0,5.362945,f,samsungold,samsungold_1,2
2758,-2.1065826000000003,-1.2038878999999998,7.036606,f,nexus4,nexus4_2,2
134634,-2.4995465,1.8626889,8.968679,g,s3mini,s3mini_1,4
28189,1.9698029,2.6177979,12.432907,b,nexus4,nexus4_2,2
11241,-3.4764862,2.2904967999999997,11.347458,g,nexus4,nexus4_2,5
108512,4.6058959999999995,1.6497345,9.137482,g,nexus4,nexus4_1,1
123558,-8.647842,-1.6537781000000005,11.389114,c,nexus4,nexus4_2,3
124221,5.4128419999999995,0.6702118,8.701874,i,nexus4,nexus4_1,1
11886,-4.10845,-2.6144682999999995,7.28795,c,s3,s3_2,3
89055,9.452309,0.8619126,3.4955344,b,s3,s3_2,1
89246,7.9491270000000025,-0.22242737,6.370300299999999,f,nexus4,nexus4_1,1
21273,3.311142,-1.4835815,11.370071000000001,f,nexus4,nexus4_2,5
59678,7.223114,-0.030807495,6.7059326,f,nexus4,nexus4_1,1
5726,0.8523358,2.384625,10.208876,i,s3,s3_1,5
16578,0.37257385,-0.7301941,9.856155000000001,a,nexus4,nexus4_2,1
5210,3.964386,-0.02128601,9.492157,e,nexus4,nexus4_1,1
32584,-4.290356,-0.153227,9.806528,b,samsungold,samsungold_1,2
79034,-1.8292694,1.1764832,9.346756,g,nexus4,nexus4_2,4
1246,3.9612067000000004,1.6579846999999999,8.462306,g,s3mini,s3mini_1,1
63863,-2.9017725,-1.1587936,8.973467999999997,c,s3,s3_2,4
3222,-1.0055646999999999,-1.6376339,9.097966,f,s3,s3_2,2
120593,-6.3685765,-0.47884035,8.0445175,a,s3,s3_1,5
32394,3.7253265,-0.09106445,9.001602,d,nexus4,nexus4_2,1
31162,-3.7692718999999997,-1.6930542000000002,12.968491,i,nexus4,nexus4_2,3
118359,5.2385135,0.8619126,8.2169,i,s3,s3_1,1
108566,-2.298405,0.0,9.346847,f,samsungold,samsungold_1,4
106678,8.938171,0.30363464,4.927795400000001,b,nexus4,nexus4_1,1
44478,-1.4735718,1.3819427,10.165802000000001,b,nexus4,nexus4_1,4
93725,-1.379043,0.0,6.282307,f,samsungold,samsungold_1,5
21977,-1.2033996999999999,0.31434629999999997,10.193176,b,nexus4,nexus4_1,4
52770,-3.4468994,0.34529114,7.104645,a,nexus4,nexus4_1,5
44930,-1.5191208999999999,-1.5885528,10.1621895,g,s3mini,s3mini_1,0
132033,-7.742111,-4.976776,9.743088,d,nexus4,nexus4_2,5
59684,-2.451632,-0.153227,9.346847,f,samsungold,samsungold_2,5
73350,0.7546234,-1.8418273999999997,8.005417,i,nexus4,nexus4_2,5
14556,-2.4708161,2.3942018,8.130709,f,s3,s3_2,3
29268,-2.4229321,-2.7198130000000003,4.8362875,h,s3,s3_1,5
116954,3.7062242,0.62249243,8.714894000000001,d,s3,s3_2,1
82528,-4.1467285,0.5797576999999999,9.246979,e,nexus4,nexus4_1,5
42934,-2.4133554,3.5146879999999996,8.954314,g,s3,s3_1,5
63309,-2.3114624,0.020370483,11.632111,f,nexus4,nexus4_1,0
57733,-2.7707062000000002,-0.12677002,10.167983999999999,e,nexus4,nexus4_2,5
54308,-2.604859,-0.612908,9.500074,e,samsungold,samsungold_1,4
78803,-0.4596810000000001,-2.145178,9.806528,c,samsungold,samsungold_1,1
9557,-5.9806365999999995,1.714447,9.570511,c,nexus4,nexus4_2,3
67461,-8.174149,1.1979065,14.547867000000002,c,nexus4,nexus4_2,5
103646,-3.4284968,-0.7182605,8.523358,i,s3,s3_2,3
96869,-1.401805,0.076614454,11.550825999999999,b,s3mini,s3mini_1,2
82213,-1.0248718,0.66664124,7.648559599999999,g,nexus4,nexus4_1,2
125867,-1.9709014999999999,-2.4119262999999997,8.47673,b,nexus4,nexus4_2,3
119,-2.604859,1.072589,10.112982,i,samsungold,samsungold_2,0
17858,-2.145178,-2.145178,7.5081229999999985,d,samsungold,samsungold_1,5
99394,-1.8387240000000002,-1.8387240000000002,10.266209,b,samsungold,samsungold_2,0
88403,-6.5601125,0.90979666,4.213794999999998,c,s3,s3_2,3
86802,-6.9431850000000015,3.1986535,8.073248,h,s3,s3_2,2
88099,-2.1164744,-0.49799395,6.732495299999999,e,s3,s3_2,5
82575,1.5782318000000002,0.12911987,9.701431,h,nexus4,nexus4_2,1
17805,-2.0948486,-1.5601958999999999,10.140808,g,nexus4,nexus4_1,0
106058,-7.6039850000000015,2.5378537,7.699753,a,s3,s3_2,5
62016,-2.9992217999999995,-0.17556763,10.864243,h,nexus4,nexus4_2,0
34751,-6.12908,1.53227,11.185571000000001,b,samsungold,samsungold_2,3
15736,-4.4915223,1.2737153,8.2169,h,s3,s3_2,4
1543,-7.1347213000000025,-0.17238252,3.8786068,h,s3,s3_2,3
45614,-2.604859,-2.604859,6.435534,d,samsungold,samsungold_1,3
25486,0.22026655,2.2888567,8.6574335,b,s3,s3_2,0
28889,-1.4748282,-0.06703765,10.295067,d,s3,s3_1,5
99550,-2.7113647000000003,1.2676849,10.303864,i,nexus4,nexus4_1,0
87326,-2.451632,-0.766135,9.346847,e,samsungold,samsungold_1,4
4449,-2.4708161,-1.13964,9.078813,c,s3,s3_2,4
58256,-4.9501038,0.39527893,6.2239075,a,nexus4,nexus4_1,3
73358,0.49397278,-5.410003700000001,9.788314999999999,e,nexus4,nexus4_2,3
32013,0.153227,1.53227,7.814577000000001,f,samsungold,samsungold_2,5
67472,-4.290356,-2.145178,9.959755,e,samsungold,samsungold_2,5
44286,-0.7676239,-0.6052246,9.712143,i,nexus4,nexus4_2,4
111479,-1.7816619999999999,1.5133056999999999,9.399124,g,nexus4,nexus4_2,4
102270,8.003876,-0.09031677,6.2857970000000005,f,nexus4,nexus4_1,1
60968,6.0740894999999995,-1.4173675,7.1861963000000015,a,s3mini,s3mini_1,4
71675,-1.9919509999999998,0.612908,17.314651,i,samsungold,samsungold_1,2
63679,-2.6209105999999998,-0.19148254,9.9444275,e,nexus4,nexus4_1,4
63987,4.443583,-0.9193620000000001,7.967803999999999,e,samsungold,samsungold_1,2
92834,-1.4854736000000002,-0.5056915,6.951111,d,nexus4,nexus4_1,5
78989,-2.0341492,1.6009368999999998,9.799225,g,nexus4,nexus4_1,4
14505,1.9862976000000003,0.7440033,10.98465,e,nexus4,nexus4_1,0
126454,-1.9161529999999998,1.4716492,9.402695,g,nexus4,nexus4_2,4
4109,0.37733459999999996,-0.74209595,9.806168,a,nexus4,nexus4_2,1
51617,0.20339966,0.5273895000000001,9.882538,i,nexus4,nexus4_1,2
42854,3.8800507000000004,-0.48858643,8.943283000000003,e,nexus4,nexus4_2,1
42714,0.42851257,-0.7301941,9.951369999999999,a,nexus4,nexus4_2,1
118842,-5.142745,-0.5650316,6.799533,c,s3,s3_1,2
105075,-0.47738647,-0.33430479999999996,10.209839,i,nexus4,nexus4_1,4
110008,-5.4426727,0.7051696999999999,8.123244999999999,a,nexus4,nexus4_2,4
22877,-3.9156647000000007,1.8203735,10.46434,d,nexus4,nexus4_2,5
65885,-4.505996700000002,0.72540283,8.66716,h,nexus4,nexus4_2,4
127339,-10.572663,0.4596810000000001,12.717841,b,samsungold,samsungold_2,3
84753,3.964386,0.32029724,9.57428,d,nexus4,nexus4_1,1
125672,-1.9919509999999998,-0.9193620000000001,8.427485,d,samsungold,samsungold_1,2
105738,0.0,-1.379043,9.806528,i,samsungold,samsungold_1,0
37546,-4.1838675,1.0570401000000005,10.409989,i,s3mini,s3mini_1,3
35636,-1.225816,0.306454,4.750037,e,samsungold,samsungold_2,5
103564,-5.189163,0.2576599,9.192032000000001,a,nexus4,nexus4_2,0
126476,1.3114624,0.5773773,10.139617999999999,h,nexus4,nexus4_1,1
37800,-1.917511,0.40956116,9.7659,g,nexus4,nexus4_1,2
13563,-2.262497,-0.5635680999999999,9.508621,e,nexus4,nexus4_2,4
104360,-6.291962,0.32561144,8.532935,h,s3,s3_1,5
127139,-1.3378906000000002,0.3488617,7.6545105,b,nexus4,nexus4_1,5
67887,-0.766135,-0.766135,9.806528,i,samsungold,samsungold_1,4
31203,9.107543,1.3694833999999998,3.122039,b,s3,s3_2,1
39977,-5.7641907,0.7618560999999999,8.724487,h,nexus4,nexus4_1,5
120332,-2.451632,1.8387240000000002,9.500074,g,samsungold,samsungold_2,4
14889,3.8098297,-0.69924927,8.990890499999997,e,nexus4,nexus4_2,1
87,4.7896004,-0.3866636,7.4028716,a,s3mini,s3mini_1,0
13462,-10.208876,-1.685518,10.175357,d,s3mini,s3mini_1,5
5966,-2.3124847,-0.5897522,7.133011,b,nexus4,nexus4_2,3
28501,-1.2545776000000002,-0.33906555,5.238434,f,nexus4,nexus4_1,5
45554,-3.830675,1.072589,7.66135,e,samsungold,samsungold_1,3
125803,-10.746139999999999,-3.115326,10.893997,c,nexus4,nexus4_2,5
128607,-6.0056305,0.56829834,7.594803,a,nexus4,nexus4_2,4
32756,-1.0568389999999999,0.4242859000000001,9.602646,b,nexus4,nexus4_2,0
88235,-2.384625,3.1890767,8.111555000000001,c,s3,s3_2,0
23168,-6.1367188,-0.16886902,7.343872,c,nexus4,nexus4_1,3
68277,10.182083,2.8605957,20.85823,e,nexus4,nexus4_2,2
51480,-8.532935,2.8155810000000003,9.097966,c,s3,s3_2,5
82325,3.9743748,-0.13168110000000002,7.7344685,a,s3mini,s3mini_1,0
84865,-4.261679,1.733402,8.465898,a,s3,s3_2,0
69325,9.040393,0.4596810000000001,4.137129,b,samsungold,samsungold_2,1
41513,-4.3298492,-1.3931274,9.334854,c,nexus4,nexus4_2,5
48523,0.58418524,-0.40222588,3.4284968,e,s3,s3_1,3
130107,-5.362945,-0.4596810000000001,7.5081229999999985,e,samsungold,samsungold_1,5
70931,-1.0342950999999998,3.4476504,6.799533,b,s3,s3_1,2
58101,1.1204863999999999,1.9440918000000005,8.293514,e,s3,s3_2,0
53524,3.830675,-0.306454,9.500074,e,samsungold,samsungold_1,1
35665,1.6663644,-0.019153614,9.346964,h,s3,s3_2,1
53067,-1.308136,-1.688736,10.748992999999999,d,nexus4,nexus4_1,0
82385,-4.376600700000001,1.6663644,7.441178999999999,g,s3,s3_1,3
48557,-2.145178,0.4596810000000001,9.653300999999999,f,samsungold,samsungold_2,4
20798,-9.806528,3.830675,14.250110999999999,d,samsungold,samsungold_2,2
1656,-2.873042,-3.4284968,16.883910999999998,i,s3,s3_1,2
124099,-1.6342468,0.7701874,9.540955,i,nexus4,nexus4_1,3
125140,-1.6971588,2.7130127,9.382462,g,nexus4,nexus4_2,2
115971,1.2995605,0.9915619000000001,10.208649000000001,h,nexus4,nexus4_1,1
6396,-3.4622040000000003,0.9931946,8.752853,a,nexus4,nexus4_2,0
